dt_distr,train_distr,test_distr,seed,act,prd,est,absolute_error,nkld
[0.1 0.9],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],96,[1297.  216.  216.  216.  216.  216. 1946.],[  11.  217. 1087.  101.   39. 2038.  830.],[  25.  217. 1087.  101.   25. 2038.  829.],0.17808400251148343,0.6415192277975641
[0.1 0.9],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],57,[1297.  216.  216.  216.  216.  216. 1946.],[  91.  211.  198.  156. 1538.  153. 1976.],[  91.  205.  205.  156. 1539.  153. 1976.],0.08935593668418096,0.34998812239434685
[0.1 0.9],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],88,[1297.  216.  216.  216.  216.  216. 1946.],[   0.  217.  473.   14. 3619.    0.    0.],[ 882.  217.  473.   14. 3620.    0. 5982.],0.28191401473844224,0.08994729049579209
[0.1 0.9],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],50,[1297.  216.  216.  216.  216.  216. 1946.],[   3.  215.    0.  345. 2659.   19. 1082.],[ 718.  215.  718.  345. 2659.   19. 1082.],0.15581111000958328,0.17540625956493794
[0.1 0.9],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],31,[1297.  216.  216.  216.  216.  216. 1946.],[0.000e+00 2.060e+02 0.000e+00 1.450e+02 3.969e+03 0.000e+00 3.000e+00],[1.536e+03 2.060e+02 1.536e+03 1.450e+02 3.969e+03 3.000e+00 3.000e+00],0.24946300518819603,0.8913020905754454
[0.1 0.9],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],11,[ 99. 499. 199. 299. 199. 599.  99.],[  19.  435.   19.  464. 1017.    0.   39.],[ 339.  435.  339.  464. 1018.   39.   39.],0.14679951257974339,0.27217192541544244
[0.1 0.9],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],42,[ 99. 499. 199. 299. 199. 599.  99.],[140. 499. 108. 146.  80. 677. 343.],[140. 499. 108. 146.  80. 677. 343.],0.052039280338327,0.07179162580695242
[0.1 0.9],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],73,[ 99. 499. 199. 299. 199. 599.  99.],[120. 499. 120.  40. 719.   0. 495.],[120. 499. 120.  40. 720. 535. 494.],0.09597878288294746,0.08402521824289977
[0.1 0.9],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],34,[ 99. 499. 199. 299. 199. 599.  99.],[ 18. 498.   3. 450. 503. 208. 313.],[ 18. 498. 138. 450. 504. 208. 313.],0.0863020572002007,0.11367535875115031
[0.1 0.9],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],25,[ 99. 499. 199. 299. 199. 599.  99.],[   0.  505.    0.  170.    0. 1053.  265.],[ 236.  505.  266.  169.  245. 1054.  265.],0.07218120564834062,-0.11401971601151162
[0.1 0.9],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],96,[ 99. 499. 199. 299. 199. 599.  99.],[  1. 497.   1.   3. 349. 985. 157.],[653. 497. 799. 233. 349. 985. 157.],0.13016988029531934,-0.20819518012539928
[0.1 0.9],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],57,[ 99. 499. 199. 299. 199. 599.  99.],[  5. 498.   1. 196. 759. 116. 418.],[131. 498. 131. 196. 759. 116. 418.],0.11225001791986237,0.18769241405331805
[0.1 0.9],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],88,[ 99. 499. 199. 299. 199. 599.  99.],[7.300e+01 4.900e+02 1.080e+02 2.200e+01 1.299e+03 0.000e+00 1.000e+00],[7.300e+01 4.900e+02 1.080e+02 5.180e+02 1.299e+03 1.000e+00 1.000e+00],0.15346570138341337,0.7533505946161723
[0.1 0.9],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],50,[ 99. 499. 199. 299. 199. 599.  99.],[  73.  501.   52.  137.   58.   61. 1111.],[  73.  501.   52.  137.   59.   61. 1111.],0.145294244140205,0.44347230661995596
[0.1 0.9],[0.05 0.1  0.05 0.05 0.25 0.3  0.2 ],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],31,[ 99. 499. 199. 299. 199. 599.  99.],[   0.  401.    0.  125.    0. 1467.    0.],[  0.   0.   0.   0. 664. 596. 341.],0.12945308580030104,0.9977435784596229
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],11,[ 451.  451.  451. 2258.  451.    0.  451.],[   8.  452.  281. 1882. 1140.    0.  750.],[   8.  452.  281. 1882. 1141.    0.  750.],0.0626444240448229,-0.02540791907420259
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],42,[ 451.  451.  451. 2258.  451.    0.  451.],[  26.   63.  507.  658. 1033. 1697.  529.],[ 299.    0.  550.   37.  610. 1038.  308.],0.13494349656547752,0.01905339602719791
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],73,[ 451.  451.  451. 2258.  451.    0.  451.],[  27.  449.  340. 1983. 1690.    0.   24.],[   0.    0.    0. 1203.  904.    0.   33.],0.1037953847614827,0.1299225551433527
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],34,[ 451.  451.  451. 2258.  451.    0.  451.],[  43.  450.  609. 2189.  631.    8.  583.],[   0.  211.  462. 1998.  430.   19.  357.],0.034693425342660886,0.0116782783303917
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],25,[ 451.  451.  451. 2258.  451.    0.  451.],[ 202.   10.  308. 1544. 1124.   54. 1271.],[ 211.    0.   85.  610.  749.    0. 1193.],0.11854642144914691,-0.04856738133459415
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],96,[ 451.  451.  451. 2258.  451.    0.  451.],[ 450.  450.  603. 1539.  306.  882.  283.],[ 458.  435.  584. 1490.  299.  792.  352.],0.06226456902282296,0.01238293780702815
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],57,[ 451.  451.  451. 2258.  451.    0.  451.],[ 644.  451.  326. 1571.  126.  892.  503.],[ 644.  451.  326. 1570.  126.  892.  503.],0.07201418125415467,-0.005452460546398696
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],88,[ 451.  451.  451. 2258.  451.    0.  451.],[  94.  452.  418. 1840.  749.   18.  942.],[  94.  451.  416. 1814.  741.   32.  538.],0.03940995853249343,-0.008813470049804706
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],50,[ 451.  451.  451. 2258.  451.    0.  451.],[ 365.  451.  477. 2506.  238.   84.  392.],[ 365.  451.  477. 2506.  238.   84.  392.],0.022664682979329557,0.007005500324896774
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.1 0.1 0.1 0.5 0.1 0.  0.1],31,[ 451.  451.  451. 2258.  451.    0.  451.],[ 194.  448.  449. 2157. 1237.    0.   28.],[   0.    0.    0. 1776.  571.    0.   31.],0.0751796397708208,0.1329925072954341
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],11,[1269.  317.  634.  158.  317.  317.  158.],[1888.  319.    0.   60.    2.  753.  148.],[1889.  319. 2319.   60.  148.  754.  148.],0.13614240648940965,-0.18688345086484792
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],42,[1269.  317.  634.  158.  317.  317.  158.],[1839.  308.    0.  140.  258.  258.  367.],[1342.    0. 1653.    0.  209.    0.   61.],0.09414150518251464,0.9055993179512092
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],73,[1269.  317.  634.  158.  317.  317.  158.],[ 213.  315. 1474.  262.  322.  193.  391.],[ 752.   23. 1452.    6.  231.    0.  182.],0.09950428120775123,0.7065112705380239
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],34,[1269.  317.  634.  158.  317.  317.  158.],[ 277.  318.  934.  121.    5. 1356.  159.],[224.   0. 481.   0.   0. 708.  48.],0.11225777377196935,0.958673031600686
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],25,[1269.  317.  634.  158.  317.  317.  158.],[  63.  327.  559.  112. 1808.    0.  301.],[ 556.  327.  559.  112. 1809.  172.  301.],0.11825146462370437,0.11174399680033531
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],96,[1269.  317.  634.  158.  317.  317.  158.],[785. 317. 852.  37.  21. 660. 498.],[574. 115. 639.  87. 185. 543. 293.],0.06606579540333483,0.2052481185535957
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],57,[1269.  317.  634.  158.  317.  317.  158.],[ 264.  319. 1764.  138.  174.  303.  208.],[ 288.    0. 1433.    0.    0.    0.    0.],0.1373141054529067,0.9912183543113606
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],88,[1269.  317.  634.  158.  317.  317.  158.],[  79.  317. 1317.  247.  777.   70.  363.],[  79.  317. 1317.  247.  777.   70.  363.],0.1295178008111762,0.4474186671705833
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],50,[1269.  317.  634.  158.  317.  317.  158.],[ 809.  319. 1120.  124.   45.  475.  278.],[ 808.  319. 1120.  124.   45.  475.  278.],0.0690851735015773,0.10212934229539061
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],31,[1269.  317.  634.  158.  317.  317.  158.],[1939.  318.    7.   36.  169.  572.  129.],[1939.  318. 2125.   36.  169.  572.  128.],0.1224425416854439,-0.16051447992001322
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],11,[363. 484. 363. 242. 484. 242. 242.],[867. 483.   0.  22.   0. 956.  92.],[867. 483. 905.  22.  92. 955.  92.],0.14887839433293978,0.13127538562835128
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],42,[363. 484. 363. 242. 484. 242. 242.],[2.00e+00 4.77e+02 1.00e+00 2.10e+02 1.73e+03 0.00e+00 0.00e+00],[727.   0. 564.   0. 479.   0. 565.],0.10985832349468713,0.9843770362401141
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],73,[363. 484. 363. 242. 484. 242. 242.],[345. 485. 354. 158. 272. 268. 538.],[344. 485. 354. 157. 272. 269. 538.],0.03831168831168831,0.039715887879264944
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],34,[363. 484. 363. 242. 484. 242. 242.],[482. 484. 139. 120. 243. 499. 453.],[443. 430. 123. 107. 343. 345. 362.],0.05153482880755608,0.11492406482671869
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],25,[363. 484. 363. 242. 484. 242. 242.],[ 340.  487.  328.    0.    0. 1259.    6.],[ 340.  487.  328. 1894.    6. 1258.    6.],0.20324675324675326,0.42230544540623405
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],96,[363. 484. 363. 242. 484. 242. 242.],[ 167.  483.   84.  327. 1238.    0.  121.],[  0.   0.   0.  46. 661.   0.   0.],0.12201889020070839,0.9997632772910576
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],57,[363. 484. 363. 242. 484. 242. 242.],[   3.  455.    0.  375. 1573.    0.   14.],[1780.  455. 1647.  375. 1573.  439. 1647.],0.3278630460448642,-0.45574169908923134
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],88,[363. 484. 363. 242. 484. 242. 242.],[ 137.  485.  147.  330. 1301.    0.   20.],[ 136.  485.  147.  330. 1302.   20.   20.],0.10590318772136954,0.2692713775468958
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],50,[363. 484. 363. 242. 484. 242. 242.],[   0.  482.    0.  158. 1780.    0.    0.],[742.   0. 559.   0. 441.   0. 560.],0.11239669421487604,0.9846184127989526
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],31,[363. 484. 363. 242. 484. 242. 242.],[ 124.  482.  460.  208. 1017.    0.  129.],[ 124.  482.  460.  207. 1017.  129.  129.],0.06682408500590319,0.05961136926242627
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],11,[1252.  208.  208.  208.  208.  208. 1878.],[1608.  208.    5.   82.   15. 2176.   76.],[1608.  208.    0.   83.   42. 2176.   54.],0.1591983556012333,0.7899319295130132
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],42,[1252.  208.  208.  208.  208.  208. 1878.],[1153.  210.  277.  165.  385.   32. 1948.],[1138.  207.  341.  163.  227.   32.  946.],0.048646796848235696,0.20420474877853212
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],73,[1252.  208.  208.  208.  208.  208. 1878.],[2.890e+02 2.070e+02 5.510e+02 2.360e+02 2.806e+03 1.000e+00 8.000e+01],[ 289.  207.  552.  236. 2805.   80.   80.],0.20071942446043164,0.6974481273307418
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],34,[1252.  208.  208.  208.  208.  208. 1878.],[1518.  208.  131.  353.   90.  423. 1447.],[1517.  208.  131.  353.   90.  423. 1447.],0.04285714285714286,0.03140448791625139
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],25,[1252.  208.  208.  208.  208.  208. 1878.],[1536.  207.   29.  338.   62.  223. 1775.],[1441.    0. 1112.   71.    0.   28.  556.],0.10784515244946899,0.7157077712596158
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],96,[1252.  208.  208.  208.  208.  208. 1878.],[1446.  207.    8.  201. 2112.    0.  196.],[ 721.    0.    0.    0. 1064.    0.  142.],0.1354916067146283,0.9512893727453613
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],57,[1252.  208.  208.  208.  208.  208. 1878.],[ 260.  210.  919.   51.  385. 1198. 1147.],[254. 205. 960.  50. 401. 868. 203.],0.15207262761219595,0.5955389989359436
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],88,[1252.  208.  208.  208.  208.  208. 1878.],[8.700e+01 2.070e+02 2.530e+02 2.360e+02 3.291e+03 1.000e+00 9.500e+01],[  87.  207.  253.  235. 3292.   76.   95.],0.21366906474820144,0.7701467973615719
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],50,[1252.  208.  208.  208.  208.  208. 1878.],[ 927.  211.  223.  191. 1356.    0. 1262.],[ 745.    0.  349.  125.  887. 1045.  838.],0.1197327852004111,0.45294407522120617
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.3  0.05 0.05 0.05 0.05 0.05 0.45],31,[1252.  208.  208.  208.  208.  208. 1878.],[1159.  210.  808.  165.  146.  323. 1359.],[1160.  210.  808.  165.  146.  323. 1359.],0.04909215484755053,0.05378543986502837
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],11,[ 98. 491. 196. 294. 196. 589.  98.],[ 93. 489. 119. 541. 327.   0. 393.],[264. 313. 276. 357. 234. 238. 232.],0.07354011941167904,0.10519596303579481
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],42,[ 98. 491. 196. 294. 196. 589.  98.],[0.000e+00 4.930e+02 1.000e+00 4.090e+02 1.059e+03 0.000e+00 0.000e+00],[1215.  493. 1139.  409. 1057.  688. 1139.],0.3042085335663317,-0.3317261902050588
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],73,[ 98. 491. 196. 294. 196. 589.  98.],[  0.   2.   0. 506. 361. 959. 134.],[182.  72. 119.  93. 116. 529.  89.],0.06771515945827872,0.36327029828225466
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],34,[ 98. 491. 196. 294. 196. 589.  98.],[ 285.  489.   30.    6.    0. 1128.   24.],[  0.   0.   0. 718.   0. 485.   0.],0.11700888306392894,0.99774518291357
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],25,[ 98. 491. 196. 294. 196. 589.  98.],[133. 494. 170. 316. 154.   0. 695.],[137. 489. 168. 292.  65. 897. 395.],0.05875928352992573,-0.042439114184063986
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],96,[ 98. 491. 196. 294. 196. 589.  98.],[211. 490. 124. 279. 136. 544. 178.],[211. 490. 124. 278. 136. 544. 179.],0.028251055773991555,0.023298000743747993
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],57,[ 98. 491. 196. 294. 196. 589.  98.],[ 21. 489.  60. 283. 619.   0. 490.],[  0. 173.   0.  32. 437. 157. 178.],0.11846512305227902,0.8706839250346605
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],88,[ 98. 491. 196. 294. 196. 589.  98.],[  4. 485.   5. 482. 682.   0. 304.],[  2. 485.   5. 482. 681.   2. 304.],0.12807630697538955,0.7648638039633651
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],50,[ 98. 491. 196. 294. 196. 589.  98.],[   0.  472.    0.  107.    0. 1346.   37.],[307.   0.   0.  43.   0. 367.  72.],0.11584389107324887,0.9955355479607761
[0.1 0.9],[0.15 0.14 0.14 0.15 0.14 0.14 0.14],[0.05 0.25 0.1  0.15 0.1  0.3  0.05],31,[ 98. 491. 196. 294. 196. 589.  98.],[429. 487.   8. 163.  53. 609. 213.],[430. 487. 534. 163.  53. 610. 215.],0.07907383136740935,-0.0013358129642162542
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.1 0.1 0.1 0.5 0.1 0.  0.1],11,[ 228.  228.  228. 1141.  228.    0.  228.],[374. 228. 201. 987.  13. 291. 187.],[335. 201. 177. 886.  11. 421. 305.],0.07233669443226655,-0.014540904380666908
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.1 0.1 0.1 0.5 0.1 0.  0.1],42,[ 228.  228.  228. 1141.  228.    0.  228.],[ 168.  228.  361. 1077.  141.   72.  234.],[ 163.  219.  348. 1042.  141.  144.  278.],0.03594914511179308,-0.00990910365128228
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.1 0.1 0.1 0.5 0.1 0.  0.1],73,[ 228.  228.  228. 1141.  228.    0.  228.],[  41.  228.  398. 1236.  246.   10.  122.],[ 20.  24.  48. 393. 269. 541. 795.],0.1558840107722177,-0.062341494550960275
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.1 0.1 0.1 0.5 0.1 0.  0.1],34,[ 228.  228.  228. 1141.  228.    0.  228.],[297. 228. 195. 918. 107. 508.  28.],[239. 181. 155. 751.  85. 522.  81.],0.08348468716728252,0.051676065862454434
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.1 0.1 0.1 0.5 0.1 0.  0.1],25,[ 228.  228.  228. 1141.  228.    0.  228.],[ 515.  227.   38. 1133.  103.    0.  265.],[442.  67.  88. 897. 157. 230. 190.],0.06876683159015469,0.00911182912906594
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.1 0.1 0.1 0.5 0.1 0.  0.1],96,[ 228.  228.  228. 1141.  228.    0.  228.],[  17.   18.  131. 1231.  696.  109.   79.],[  0.   0.   0. 447.  37.  15.   0.],0.11348406087555583,0.5487455634665315
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.1 0.1 0.1 0.5 0.1 0.  0.1],57,[ 228.  228.  228. 1141.  228.    0.  228.],[ 399.  228.   51. 1145.  420.    0.   38.],[346.  71. 104. 980. 292.   0.  38.],0.050980146552264044,0.08931010025834629
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.1 0.1 0.1 0.5 0.1 0.  0.1],88,[ 228.  228.  228. 1141.  228.    0.  228.],[584. 228.   5. 555.   0. 815.  94.],[411.   0.   0. 205.   0. 452.   0.],0.15550823573620592,0.5487455634665315
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.1 0.1 0.1 0.5 0.1 0.  0.1],50,[ 228.  228.  228. 1141.  228.    0.  228.],[  67.  231.  381. 1209.  244.    4.  145.],[  67.  231.  381. 1208.  244.    4.  145.],0.030500407089622344,0.022616815474514107
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.1 0.1 0.1 0.5 0.1 0.  0.1],31,[ 228.  228.  228. 1141.  228.    0.  228.],[6.780e+02 2.280e+02 1.400e+02 0.000e+00 0.000e+00 1.234e+03 1.000e+00],[ 677.  228.  140. 1553.  106. 1236.  362.],0.1528778104841235,-0.023100684982628295
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],11,[913. 228. 456. 114. 228. 228. 114.],[  4. 226. 740. 310. 936.   0.  65.],[241.  28. 532. 162. 724.   0.  64.],0.11085363562347342,0.726109688147768
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],42,[913. 228. 456. 114. 228. 228. 114.],[1.188e+03 2.280e+02 3.400e+02 2.820e+02 1.000e+00 0.000e+00 2.420e+02],[813.   0. 642.   7. 685.   0. 159.],0.08461201227531784,0.8421797307318493
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],73,[913. 228. 456. 114. 228. 228. 114.],[957. 228. 422. 137. 173. 228. 136.],[957. 228. 422. 137. 173. 227. 135.],0.01114799273501597,0.003524377284836566
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],34,[913. 228. 456. 114. 228. 228. 114.],[867. 231. 437. 372. 171.  12. 191.],[651. 168. 316. 284. 413. 238. 340.],0.06594851882006639,0.0376398306355854
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],25,[913. 228. 456. 114. 228. 228. 114.],[0.000e+00 2.210e+02 3.190e+02 3.270e+02 1.413e+03 0.000e+00 1.000e+00],[1310.    0.  488.   18.  641.    0.  309.],0.09951775537045156,0.8088449376208948
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],96,[913. 228. 456. 114. 228. 228. 114.],[1448.  228.   29.  146.   75.  207.  148.],[1084.    0.    0.    0.    0.   45.   88.],0.08805661677209244,0.9937151087071365
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],57,[913. 228. 456. 114. 228. 228. 114.],[   2.  226. 1381.  402.  174.   91.    5.],[ 114.  114. 1381.  402.  174.   92.    5.],0.15187574372142543,0.41841871094423433
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],88,[913. 228. 456. 114. 228. 228. 114.],[1045.  230.  302.  424.    0.    0.  280.],[-185.  -20. -146. 1745.    0.    0. -128.],0.26786497150372646,nan
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],50,[913. 228. 456. 114. 228. 228. 114.],[708. 231. 896. 243.   0.   0. 203.],[708. 231. 896. 242. 244. 128. 202.],0.06137658921525647,-0.024913730178526494
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.4  0.1  0.2  0.05 0.1  0.1  0.05],31,[913. 228. 456. 114. 228. 228. 114.],[1155.  230.  289.   76.   44.  404.   83.],[940.   0. 202.   0.   0. 293.  89.],0.05893405148117993,0.9206606479359098
[0.3 0.7],[0.2  0.3  0.2  0.15 0.05 0.05 0.05],[0.15 0.2  0.15 0.1  0.2  0.1  0.1 ],11,[238. 317. 238. 158. 317. 158. 158.],[  0. 317. 178. 295. 788.   0.   6.],[  0.   0. 197.  17. 328.   0.   0.],0.09595959595959595,0.9982264668889982
